file,defect_ratio,line_count,circle_count,quality_score
20250929_defect_01.jpg,0.0177347413274399,61,9,56.7957411714315
20250929_defect_02.jpg,0.0169880093523704,66,8,56.8088432462174
20250929_defect_03.jpg,0.0165913264500228,68,9,55.7784341350006
20250929_defect_04.jpg,0.0189112283859407,73,10,56.5917830294654
